Key,Source_Code,Source_Name,OMOP_Concept_Id
ConditionCode,"1860003 ",Fluid volume disorder,-2147483648
ConditionCode,"1865008 ",Impaired intestinal protein absorption,-2147483648
ConditionCode,"1869002 ",Rupture of iris sphincter,-2147483648
ConditionCode,"188001 ",Intercostal artery injury,-2147483648
ConditionCode,"1881003 ",Increased nutritional requirement,-2147483648
ConditionCode,"1892002 ",Star figure at the macula,-2147483648
ConditionCode,"1896004 ",Ectopic breast tissue,-2147483648
ConditionCode,"1897008 ",Amsinckia species poisoning,-2147483648
ConditionCode,"1899006 ",Autosomal hereditary disorder,-2147483648
ConditionCode,"1903004 ",Infestation caused by Psorergates ovis,-2147483648
ConditionCode,"1908008 ","von Willebrand disease, type IIC",-2147483648
ConditionCode,"1909000 ",Impairment level: better eye: severe impairment: lesser eye: near-total impairment,-2147483648
ConditionCode,"192008 ",Congenital syphilitic hepatomegaly,-2147483648
ConditionCode,"1922008 ",Congenital absence of urethra,-2147483648
ConditionCode,"1926006 ",Osteopetrosis,-2147483648
ConditionCode,"193003 ",Benign hypertensive renal disease,-2147483648
ConditionCode,"1938002 ","Emotional AND/OR mental disease in mother complicating pregnancy, childbirth AND/OR puerperium",-2147483648
ConditionCode,"1939005 ",Abnormal vascular flow,-2147483648
ConditionCode,"1943009 ",Left-right confusion,-2147483648
ConditionCode,"195005 ",Illegal abortion with endometritis,-2147483648
ConditionCode,"1953005 ",Congenital deficiency of pigment of skin,-2147483648
ConditionCode,"1954004 ",Dilated cardiomyopathy secondary to toxic reaction,-2147483648
ConditionCode,"1955003 ",Preauricular pit,-2147483648
ConditionCode,"1959009 ",Encephalartos species poisoning,-2147483648
ConditionCode,"1961000 ",Chronic polyarticular juvenile rheumatoid arthritis,-2147483648
ConditionCode,"1963002 ",PNH - Paroxysmal nocturnal hemoglobinuria,-2147483648
ConditionCode,"1965009 ",Normal skin pH,-2147483648
ConditionCode,"1967001 ",Congenital absence of forearm only,-2147483648
ConditionCode,"1973000 ","Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions",-2147483648
ConditionCode,"1977004 ",Oxymetholone poisoning,-2147483648
ConditionCode,"1979001 ",Focal choroiditis,-2147483648
ConditionCode,"1980003 ",Seromucinous otitis media,-2147483648
ConditionCode,"198007 ",Disease due to Filoviridae,-2147483648
ConditionCode,"1981004 ",Urhidrosis,-2147483648
ConditionCode,"1988005 ","Late effect of injury to nerve roots, spinal plexus AND/OR other nerves of trunk",-2147483648
ConditionCode,"1989002 ",Burn of vagina AND/OR uterus,-2147483648
ConditionCode,"199004 ",Decreased lactation,-2147483648
ConditionCode,"2004005 ",Normotensive,-2147483648
ConditionCode,"2012002 ",Fracture of lunate,-2147483648
ConditionCode,"2024009 ",Dilated cardiomyopathy secondary to metazoal myocarditis,-2147483648
ConditionCode,"2028007 ",Erythema induratum,-2147483648
ConditionCode,"2032001 ",Cerebral edema,-2147483648
ConditionCode,"2036003 ",Acquired factor VII deficiency disease,-2147483648
ConditionCode,"2040007 ",Neurogenic thoracic outlet syndrome,-2147483648
ConditionCode,"2041006 ",Eunuchoid gigantism,-2147483648
ConditionCode,"2043009 ",Alcoholic gastritis,-2147483648
ConditionCode,"2053005 ","Late effect of injury to blood vessels of thorax, abdomen AND/OR pelvis",-2147483648
ConditionCode,"2055003 ",Recurrent erosion syndrome,-2147483648
ConditionCode,"2058001 ",Bilateral loss of labyrinthine reactivity,-2147483648
ConditionCode,"2061000 ",Conductive hearing loss of combined sites,-2147483648
ConditionCode,"2065009 ",Autosomal dominant optic atrophy,-2147483648
ConditionCode,"2066005 ",Gastric ulcer with hemorrhage AND perforation but without obstruction,-2147483648
ConditionCode,"2070002 ",Burning sensation in eye,-2147483648
ConditionCode,"2073000 ",Delusions,-2147483648
ConditionCode,"208008 ",Neurocutaneous melanosis sequence,-2147483648
ConditionCode,"2087000 ",Pulmonary nocardiosis,-2147483648
ConditionCode,"2089002 ",Pagets disease of bone,-2147483648
ConditionCode,"2091005 ",Pharyngeal diverticulitis,-2147483648
ConditionCode,"2094002 ",Carbon disulfide causing toxic effect,-2147483648
ConditionCode,"2102007 ",Deep corneal vascularization,-2147483648
ConditionCode,"2103002 ",Reflex sympathetic dystrophy of upper extremity,-2147483648
ConditionCode,"2107001 ",Anisomelia,-2147483648
ConditionCode,"2109003 ",Isolated somatotropin deficiency,-2147483648
ConditionCode,"2114004 ",Infection caused by Cysticercus pisiformis,-2147483648
ConditionCode,"2116002 ",Intramembranous bone formation,-2147483648
ConditionCode,"2120003 ",Weak cry,-2147483648
ConditionCode,"2121004 ",Ethopropazine poisoning,-2147483648
ConditionCode,"2128005 ",Disorder of adenoid,-2147483648
ConditionCode,"2129002 ",Edema of pharynx,-2147483648
ConditionCode,"2132004 ",Meconium in amniotic fluid noted before labor in liveborn infant,-2147483648
ConditionCode,"2134003 ",Diffuse pain,-2147483648
ConditionCode,"2136001 ",Open wound of jaw with complication,-2147483648
ConditionCode,"2138000 ",LSP - Left sacroposterior position,-2147483648
ConditionCode,"2145000 ",Anal intercourse,-2147483648
ConditionCode,"2149006 ",Decreased hormone production,-2147483648
